userid	shopid	itemid	cmtid	mtime	rating_star	comment	product_name	shop_name	shop_rating	avg_rating	rating_count	sold
457328165	637616510	18568644993	12627262420	23-09-2023 14:51:31	5	Độ tuổi sử dụngmọi độ tuổi. Chất lượng sản phẩmtốt. Thực ra khi đã phải dùng biện pháp chiến tranh thì khó phân biệt lớn nhỏ, bởi chiến tranh nào cũng gây ra nhiều tổn thất người và của, phá vỡ mối quan hệ quốc gia, làm đảo lộn mọi quá trình phát triển hòa bình của dân tộc.	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
809052460	637616510	18568644993	12385793633	25-08-2023 18:49:52	5	Độ tuổi sử dụngtrẻ t trở lên nha. Chất lượng sản phẩmbông mềm chất liệu đẹp. Bao bìMẫu mãđung mẫu màu đệp nên mua nha mn	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
453114240	637616510	18568644993	11941552648	12-10-2023 00:26:42	5	Gấu đẹp tiền nhỏ nên gấu cũng nhỏ ưng trẻ rât thích sẽ ủng hộ tiếp	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
814018538	637616510	18568644993	10658873119	31-01-2023 23:15:01	5	Chất lượng sản phẩmok. Bao bìMẫu mãxanh. Độ tuổi sử dụngko bt. Chx tới cm. Hàng ok. Mn nên mua	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
636857289	637616510	18568644993	10660855826	30-01-2023 17:40:45	5	Độ tuổi sử dụngtùy. Chất lượng sản phẩmok. Bao bìMẫu mãok. Sản phẩm mền mịn, êm nên mua	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
330535610	637616510	18568644993	12089205279	26-07-2023 10:17:14	5	Giao hàng nhanh, shiper rất nhiệt tình thân thiện, hàng đẹp	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1039122640	637616510	18568644993	12145175446	17-08-2023 21:00:25	5	Độ tuổi sử dụngtất cả. Bao bìMẫu mãđẹp gọn gàng shipper nhiệt tình. Chất lượng sản phẩmđẹp êm tưởng nhỏ mà to cực kì	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
976297552	637616510	18568644993	12487418722	08-09-2023 15:27:47	5	Bao bìMẫu mãđẹp. Độ tuổi sử dụngmọi lứa tuổi. Chất lượng sản phẩmđẹp. Dễ thương, đóng gói đẹp, ship bơ thân thiện	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
795323804	637616510	18568644993	10718288964	28-07-2023 04:30:05	5	Chất lượng sản phẩmtốt. gấu cũng bự á mn, nma có mỗi cm k dc to lắm nên xem kĩ trước khi mua	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
301711272	637616510	18568644993	11152622468	29-07-2023 11:05:02	5	Giao hàng nhanh chất lượng tốt hình ảnh chỉ mang tính chất minh họa	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
288346429	637616510	18568644993	11680622656	28-07-2023 04:30:17	5	Bao bìMẫu mãđc. Độ tuổi sử dụngmọi lứa tuoii. Chất lượng sản phẩmtốt. Sản phẩm đubgs vs mô tả. Nhưng mà về thù thấy hơi cứng	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
923345999	637616510	18568644993	11306219872	28-07-2023 04:30:06	5	Chất lượng sản phẩmtốt. Bao bìMẫu mãtốt. Độ tuổi sử dụngh. Bbabsu, ảnh chỉ mang tính chất minh họa b	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
894369914	637616510	18568644993	11997274684	14-07-2023 22:01:35	5	Độ tuổi sử dụng.. Chất lượng sản phẩmtốt. Bao bìMẫu mãko giống trên ảnh	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
893221587	637616510	18568644993	12495355939	06-09-2023 17:02:02	5	Chất lượng sản phẩmtốt. Bao bìMẫu mãđẹp. Độ tuổi sử dụng. Toẹt ời	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
708927062	637616510	18568644993	12276051906	18-08-2023 06:30:07	5	Độ tuổi sử dụngchưa bt. Chất lượng sản phẩmổn. Hình ảnh chỉ mang tính chất kiếm xu	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
60905883	637616510	18568644993	12593500861	19-09-2023 05:02:47	5	Chất lượng tốt, phù hợp với giá thành,đã dùng rồi sẽ ủng hộ lâu dài	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
452261864	637616510	18568644993	10717785133	26-07-2023 14:00:18	5	Hàng đẹp,đúng mẫu mã mỗi tội giao hàng lâu	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
99416955	637616510	18568644993	12739657206	02-10-2023 11:34:23	5	Ve xem phim XU SO CAC NGUYEN TO K. Ma ve. Suat chieu. So ghe G,G. Rap Lotte Thanh Hoa. HT	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
785764303	637616510	18568644993	12150934037	17-08-2023 21:00:29	5	to đúng như hình	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
527278381	637616510	18568644993	12809511717	09-10-2023 12:05:46	5	Giao hàng nhanh đóng gòi rất cẩn thận	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1026394688	637616510	18568644993	11970849944	12-07-2023 11:56:22	5	hầng đẹp đúng mẫu, shop giao nhanh	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
697229671	637616510	18568644993	12568052781	13-09-2023 12:16:25	5	Chất lượng sản phẩmrất tốt. Đúng như quảng cáo	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1043078336	637616510	18568644993	12143890580	17-08-2023 21:00:25	5	Chất lượng sản phẩmrat dep ak	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
841200368	637616510	18568644993	10821484606	09-07-2023 07:35:59	5	Chất lượng sản phẩmuyy tín	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1012346700	637616510	18568644993	12058127005	22-07-2023 06:46:57	5	Độ tuổi sử dụng. Chất lượng sản phẩmtạm. Đẹp	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
790714325	637616510	18568644993	12246543912	11-08-2023 17:58:18	5	Hàng rất tốt	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1062557389	637616510	18568644993	12680093134	25-09-2023 20:41:32	5	Ok rất đẹp hdhhxhhchdhdhhdhhdhhdhdhdhhđhhdhhđhdhdhh	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1030670708	637616510	18568644993	12604490574	17-09-2023 04:35:51	5	Bao bìMẫu mãko thấy. Chất lượng sản phẩmbông. Y hình, hàng ko có gì để chê, gấu mịn to đủ ôm. Shop gói ok	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1088935257	637616510	18568644993	12810068077	09-10-2023 12:58:54	5	Bao bìMẫu mãyepp. Chất lượng sản phẩmyepp. Độ tuổi sử dụng. Như mẫu luôn á mn. Tui săn lên giá cx rẻ à. Biết vậy đặt thêm con nữaa. Tiếp tục ủng hộ shopp	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1062524239	637616510	18568644993	12843077277	12-10-2023 12:41:39	5	Chất lượng sản phẩmhơi cứng. Bao bìMẫu mãnhìn rất dth cute	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
998812432	637616510	18568644993	12820238965	10-10-2023 12:11:34	5	Bao bìMẫu mãtốt. chất lượng. Hầng đẹp lắm shop ơi. Êm và cũng tốt. C.ơn shop nhiều	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1077024276	637616510	18568644993	12809196156	09-10-2023 11:35:38	5	Nhma k v is your dad your birthday or you today to have	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
480025689	637616510	18568644993	12633211958	20-09-2023 11:17:57	5	Chất lượng sản phẩmđẹp	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
826131502	637616510	18568644993	11647642636	03-06-2023 12:23:26	5	Chất lượng tốt	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
963497286	637616510	18568644993	12502240529	07-09-2023 11:29:03	5	Mua dc nha trẻ con thích	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
908845285	637616510	18568644993	12333064161	20-08-2023 09:36:55	5	Đc vừa túi tiền nên mua	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
931533259	637616510	18568644993	10697187125	04-02-2023 12:22:05	5	dth lắm nha ú nu àaa	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
1058349996	637616510	18568644993	12576191971	14-09-2023 05:28:58	5	Bao bìMẫu mãgshbsb	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
815620709	637616510	18568644993	11963359413	11-07-2023 16:30:14	5	Ok rất ổn	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
966600641	637616510	18568644993	12031422258	18-07-2023 21:30:12	5	Y như hình	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
871926148	637616510	18568644993	12627167923	23-09-2023 15:53:12	5	Đc đấy	Gấu Bông Khủng Long Đuôi Tim ,Gối Ôm Hình Thú khủng Long Chất Liệu Cao Cấp Siêu Êm	Bé Cưng.SHOP	4.777796	4.5770750988142295	[253, 10, 4, 14, 27, 198]	342
